"SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL..SEE.http...www.redfin.com.buy.a.home.comparative.market.analysis.FOR.INFO.ON.PRICING.","SOURCE","MLS.","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","YEAR.DOWNLOADED","X"
"MLS Listing",NA,"Single Family Residential","20 Magnolia Dr","St Louis","MO","63124",425000,3,2,"Ladue",1464,7200,1951,125,290,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/20-Magnolia-Dr-63124/home/93480586","MARIS","18067877","N","Y",38.6375344,-90.3871377,2018,977
"MLS Listing",NA,"Single Family Residential","40 Narragansett Dr","Ladue","MO","63124",315000,2,2,"Ladue",1630,10759,1967,62,193,NA,"Active","","","http://www.redfin.com/MO/St-Louis/40-Narragansett-Dr-63124/home/93470197","MARIS","18084499","N","Y",38.6569791,-90.356649,2018,856
"MLS Listing",NA,"Single Family Residential","3524 Ridgedale Ave","St Louis","MO","63121",36900,3,2,"Normandy",1476,8189,1929,129,25,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3524-Ridgedale-Ave-63121/home/93433345","MARIS","19074816","N","Y",38.692711,-90.2830961,2020,1960
"MLS Listing",NA,"Single Family Residential","7029 Mardel Ave","St Louis","MO","63109",162900,3,2,"South City",1410,6020,1926,97,116,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7029-Mardel-Ave-63109/home/93747924","MARIS","18061053","N","Y",38.59694,-90.3129786,2018,499
"MLS Listing",NA,"Single Family Residential","6 Lenox Pl","St Louis","MO","63108",872500,5,5,"Central West",4659,7349,1904,105,187,45,"Active","","","http://www.redfin.com/MO/St-Louis/6-Lenox-Pl-63108/home/93754337","MARIS","18075606","N","Y",38.6464508,-90.259382,2018,1156
"MLS Listing",NA,"Single Family Residential","7323 Devonshire Ave","Shrewsbury","MO","63119",359000,4,3,"Webster Groves",1810,6970,1950,63,198,NA,"Active","January-6-2019 12:30 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/7323-Devonshire-Ave-63119/home/93524678","MARIS","18087182","N","Y",38.5918667,-90.323483,2018,917
"MLS Listing",NA,"Multi-Family (2-4 Unit)","3205 Potomac","St Louis","MO","63118",60060,2,2,"Central East",2298,3398,1912,219,26,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3205-Potomac-St-63118/home/62771766","MARIS","18042411","N","Y",38.593139,-90.237447,2018,126
"MLS Listing",NA,"Single Family Residential","12300 Ladue Woods Dr","Creve Coeur","MO","63141",595000,6,4,"Parkway North",3512,73499,1969,112,169,6,"Active","","","http://www.redfin.com/MO/Creve-Coeur/12300-Ladue-Woods-Dr-63141/home/93481393","MARIS","19077160","N","Y",38.648483,-90.45696,2020,2127
"MLS Listing",NA,"Single Family Residential","4317 Lindell Blvd Unit G","St Louis","MO","63108",175000,2,2,"Central West",1010,NA,1913,50,173,161,"Active","","","http://www.redfin.com/MO/St-Louis/4317-Lindell-Blvd-63108/unit-G/home/93725524","MARIS","18090279","N","Y",38.641509,-90.251165,2018,546
"MLS Listing",NA,"Single Family Residential","5118 Cologne Ave","St Louis","MO","63116",89900,2,1,"South City",720,3485,1911,66,125,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5118-Cologne-Ave-63116/home/93761646","MARIS","18086534","N","Y",38.5811858,-90.2734162,2018,196
"MLS Listing",NA,"Single Family Residential","840 Marshall Ave","St Louis","MO","63119",249900,3,3,"Webster Groves",1600,6839,1921,258,156,NA,"Active","January-26-2020 01:00 PM","January-26-2020 03:00 PM","http://www.redfin.com/MO/Webster-Groves/840-Marshall-Ave-63119/home/62736284","MARIS","19034757","N","Y",38.6036199,-90.3356088,2020,1789
"MLS Listing",NA,"Single Family Residential","5649 Devonshire Ave","St Louis","MO","63109",142000,3,1,"South City",1239,3528,1925,49,115,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5649-Devonshire-Ave-63109/home/93753138","MARIS","18067526","N","Y",38.5885936,-90.2898328,2018,424
"MLS Listing",NA,"Single Family Residential","728 Dallwood Dr","Crestwood","MO","63126",212000,3,3,"Lindbergh",1018,7405,1960,33,208,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/728-Dallwood-Dr-63126/home/93563708","MARIS","18092174","N","Y",38.5616529,-90.3896812,2018,651
"New Construction Plan",NA,"Single Family Residential","Geneva","Saint Charles","MO","63301",289900,3,2,"The Villages at Sandfort Farm",1627,NA,NA,NA,178,NA,"Active","","","http://www.redfin.com/MO/St-Charles/The-Villages-at-Sandfort-Farm/Geneva/home/148215015","NewHomeSource.com","Plan-71562204","N","Y",38.7956412,-90.5562885,2018,1530
"MLS Listing",NA,"Single Family Residential","3516 Brookside Crossing Dr","St Charles","MO","63301",339900,3,2,"Orchard Farm",1714,8712,NA,34,198,21,"Active","","","http://www.redfin.com/MO/St-Charles/3516-Brookside-Crossing-Dr-63301/home/148373145","MARIS","18090777","N","Y",38.827871,-90.4797865,2018,1302
"MLS Listing",NA,"Single Family Residential","4 Magnolia Dr","St Louis","MO","63124",474900,3,2,"Ladue",1750,10149,1951,42,271,2,"Active","","","http://www.redfin.com/MO/St-Louis/4-Magnolia-Dr-63124/home/62763207","MARIS","19089383","N","Y",38.638766,-90.3871777,2020,1910
"New Construction Plan",NA,"Single Family Residential","The Newport - 3 Car Garage","Saint Charles","MO","63301",284900,3,2,"Charlestowne Place",2274,NA,NA,NA,125,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/Charlestowne-Place/The-Newport-3-Car-Garage/home/144901418","NewHomeSource.com","Plan-71556602","N","Y",38.827639,-90.48084,2018,1544
"For-Sale-by-Owner Listing",NA,"Single Family Residential","7327 Vermont Ave","St. Louis","MO","63111",69999,2,1,"Saint Louis",1079,4825,1892,379,65,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7327-Vermont-Ave-63111/home/93710905","Fizber.com","4944279","N","Y",38.5525248,-90.2608221,2018,151
"MLS Listing",NA,"Condo/Co-op","4 Delcrest Ct #204","St Louis","MO","63124",110000,2,1,"University City",1100,4312,1957,100,100,238,"Active","","","http://www.redfin.com/MO/St-Louis/4-Delcrest-Ct-63124/unit-204/home/93470665","MARIS","18073367","N","Y",38.6580711,-90.3528667,2018,273
"MLS Listing",NA,"Single Family Residential","2010 Oregon Ave","St Louis","MO","63104",155000,3,2,"Central East",2180,3441,1890,55,71,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2010-Oregon-Ave-63104/home/93690058","MARIS","18088353","N","Y",38.6124371,-90.2270229,2018,474
"MLS Listing",NA,"Single Family Residential","7448 Morganford","St Louis","MO","63116",129900,2,1,"South City",912,NA,NA,71,142,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7448-Morganford-Rd-63116/home/93784397","MARIS","18084711","N","Y",38.5608397,-90.2816033,2018,371
"MLS Listing",NA,"Single Family Residential","1008 Picardy Ln","St Charles","MO","63301",269900,4,3,"St. Charles",1904,15899,1975,97,142,NA,"Active","","","http://www.redfin.com/MO/St-Charles/1008-Picardy-Ln-63301/home/62729303","MARIS","18078557","N","Y",38.814844,-90.5024196,2018,1386
"MLS Listing",NA,"Single Family Residential","6137 Westminster","St Louis","MO","63112",240000,6,2,"Central West",2363,4356,1907,164,102,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6137-Westminster-Pl-63112/home/93760468","MARIS","18059501","N","Y",38.6536359,-90.2977071,2018,738
"MLS Listing",NA,"Condo/Co-op","6240 Sunshine Dr Unit 2G","St Louis","MO","63109",199900,2,2,"South City",1588,NA,2004,27,126,388,"Active","","","http://www.redfin.com/MO/St-Louis/6240-Sunshine-Dr-63109/unit-2G/home/62708875","MARIS","18093476","N","Y",38.5728907,-90.2998768,2018,623
"MLS Listing",NA,"Single Family Residential","2210 Richert Pl","St Louis","MO","63143",173000,2,1,"South City",1236,3833,1923,2,140,NA,"Active","January-26-2020 01:00 PM","January-26-2020 03:00 PM","http://www.redfin.com/MO/St-Louis/2210-Richert-Pl-63143/home/93741088","MARIS","20003589","N","Y",38.6177945,-90.3097714,2020,1609
"MLS Listing",NA,"Single Family Residential","6519 Delor St","St Louis","MO","63109",359900,3,2,"South City",1876,7623,1953,51,192,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6519-Delor-St-63109/home/93779730","MARIS","18089754","N","Y",38.585504,-90.3048238,2018,919
"MLS Listing",NA,"Single Family Residential","4405 Itaska","St Louis","MO","63116",50000,2,1,"South City",775,3659,1913,150,65,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4405-Itaska-St-63116/home/93764133","MARIS","18063583","N","Y",38.5840908,-90.2694318,2018,101
"MLS Listing",NA,"Single Family Residential","5204 Cabanne Ave","St Louis","MO","63113",159900,5,4,"North",1688,3790,1901,225,95,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5204-Cabanne-Ave-63113/home/93745396","MARIS","18039953","N","Y",38.656621,-90.270317,2018,488
"MLS Listing",NA,"Single Family Residential","18 Oakleigh Ln","Ladue","MO","63124",1125000,5,6,"Ladue",4249,45956,1937,80,265,29,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/18-Oakleigh-Ln-63124/home/93471830","MARIS","18076419","N","Y",38.660634,-90.381685,2018,1184
"MLS Listing",NA,"Single Family Residential","4985 Nagel Ave","St Louis","MO","63109",145000,2,2,"South City",1350,3637,1925,61,107,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4985-Nagel-Ave-63109/home/93758292","MARIS","18087817","N","Y",38.5698473,-90.2896293,2018,429
"MLS Listing",NA,"Single Family Residential","307 N Laclede Station Rd","St Louis","MO","63119",194900,3,2,"Webster Groves",1154,11195,1953,98,169,NA,"Active","","","http://www.redfin.com/MO/Webster-Groves/307-N-Laclede-Station-Rd-63119/home/147296291","MARIS","18075997","N","Y",38.594568,-90.332566,2018,607
"MLS Listing",NA,"Single Family Residential","5120 Lode Ave","St Louis","MO","63123",139900,3,2,"Bayless",840,3615,1968,120,167,NA,"Active","","","http://www.redfin.com/MO/Affton/5120-Lode-Ave-63123/home/69079789","MARIS","18072170","N","Y",38.5600706,-90.3074918,2018,419
"MLS Listing",NA,"Multi-Family (2-4 Unit)","3714 Cambridge Ave Unit A-B, R","St Louis","MO","63143",350000,3,3,"Maplewood-Rchmnd Hts",NA,8102,NA,11,NA,NA,"Active","","","http://www.redfin.com/MO/Maplewood/3714-Cambridge-Ave-63143/unit-A-B-R/home/170270929","MARIS","20002383","N","Y",38.6032634,-90.3238705,2020,1634
"MLS Listing",NA,"Single Family Residential","3225 Portis Ave","St Louis","MO","63116",200000,2,1,"South City",1176,4400,1911,44,170,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3225-Portis-Ave-63116/home/93756461","MARIS","18090761","N","Y",38.6012287,-90.2652724,2018,635
"MLS Listing",NA,"Single Family Residential","7642 Williams Ave","St Louis","MO","63143",199000,3,1,"Maplewood-Rchmnd Hts",1710,6360,1922,155,116,NA,"Active","","","http://www.redfin.com/MO/Maplewood/7642-Williams-Ave-63143/home/93497294","MARIS","18062462","N","Y",38.6211296,-90.3252664,2018,618
"MLS Listing",NA,"Single Family Residential","1331 Shorewinds Trl","St Charles","MO","63303",400000,4,3,"Francis Howell",2587,13068,2007,56,155,NA,"Active","","","http://www.redfin.com/MO/St-Charles/1331-Shorewind-Trl-63303/home/103256231","MARIS","18088157","N","Y",38.7675299,-90.5146148,2018,1335
"MLS Listing",NA,"Vacant Land","545 Leonard Tbb","Webster Groves","MO","63119",125000,NA,NA,"Webster Groves",NA,44431,NA,164,NA,NA,"Active","","","http://www.redfin.com/MO/St-Louis/545-Leonard-Ave-63119/home/147674137","MARIS","19059513","N","Y",38.6025933,-90.3719253,2020,1766
"MLS Listing",NA,"Multi-Family (2-4 Unit)","6617 Chamberlain Ave","St Louis","MO","63130",131900,NA,NA,"University City",NA,11326,1900,65,NA,NA,"Active","","","http://www.redfin.com/MO/University-City/6617-Chamberlain-Ave-63130/home/93456039","MARIS","18087068","N","Y",38.6638774,-90.3048925,2018,348
"MLS Listing",NA,"Multi-Family (2-4 Unit)","","St Louis","MO","63111",79900,4,2,"",2294,3655,1924,134,35,NA,"Active","","","http://www.redfin.com/MO/St-Louis/Undisclosed-address-63111/home/147466203","MARIS","18067675","N","Y",38.5635304,-90.2479232,2018,175
"MLS Listing",NA,"Condo/Co-op","7939 Royal Arms Ct #4","St Louis","MO","63123",97000,2,1,"Lindbergh",768,2178,1968,150,126,240,"Active","","","http://www.redfin.com/MO/St-Louis/7939-Royal-Arms-Ct-63123/unit-4/home/93562340","MARIS","18063562","N","Y",38.5567937,-90.3605623,2018,223
"New Construction Home",NA,"Single Family Residential","3425 Broad St","Saint Charles","MO","63301",319900,4,2.5,"New Town",NA,NA,2018,167,NA,NA,"Active","","","http://www.redfin.com/MO/St-Charles/3425-Broad-St-63301/home/146335556","NewHomeSource.com","1477937","N","Y",38.8381,-90.5052,2018,1490
"MLS Listing",NA,"Single Family Residential","964 Cottontail Ln","St Charles","MO","63303",299900,4,4,"Francis Howell North",2376,10890,1998,1,126,8,"Active","","","http://www.redfin.com/MO/St-Charles/964-Cottontail-Ln-63303/home/62736694","MARIS","19000380","N","Y",38.7269672,-90.574014,2018,1243
"MLS Listing",NA,"Single Family Residential","3725 Humphrey St","St Louis","MO","63116",255000,4,2,"South City",1824,4356,1905,90,140,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3725-Humphrey-St-63116/home/93700067","MARIS","18079613","N","Y",38.598758,-90.2463503,2018,765
"MLS Listing",NA,"Single Family Residential","4596 Aldine Ave","St Louis","MO","63113",100000,4,2,"North",1616,4787,1914,66,62,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4596-Aldine-Ave-63113/home/93718780","MARIS","18086681","N","Y",38.6598227,-90.2508013,2018,242
"MLS Listing",NA,"Single Family Residential","3730 Utah Pl","St Louis","MO","63116",515000,5,4,"South City",3045,9892,1909,101,169,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3730-N-Utah-Pl-63116/home/93699916","MARIS","18075511","N","Y",38.5971495,-90.2466669,2018,1057
"MLS Listing",NA,"Single Family Residential","18 Lynnbrook Rd","Frontenac","MO","63131",1466900,4,4,"Ladue",4130,43996,NA,152,355,NA,"Active","","","http://www.redfin.com/MO/Frontenac/18-Lynnbrook-Rd-63131/home/93480108","MARIS","19063726","N","Y",38.6373118,-90.4112295,2020,1758
"MLS Listing",NA,"Single Family Residential","0 Chateau Du Bois","Lake St Louis","MO","63367",725000,5,5,"Wentzville-Timberland",3600,NA,NA,1437,201,17,"Active","","","http://www.redfin.com/MO/Lake-St-Louis/0-Chateau-Du-Bois-63367/home/62696758","MARIS","14061903","N","Y",38.653623,-90.394575,2018,1128
"MLS Listing",NA,"Single Family Residential","7215 Dale Ave","Richmond Heights","MO","63117",158000,3,1,"Maplewood-Rchmnd Hts",783,7153,1920,22,202,NA,"Active","","","http://www.redfin.com/MO/Richmond-Heights/7215-Dale-Ave-63117/home/93487308","MARIS","20000035","N","Y",38.6273552,-90.3113095,2020,1657
"MLS Listing",NA,"Single Family Residential","7923 Lafon Pl","University City","MO","63130",749900,4,5,"University City",3143,14505,2003,4,239,NA,"Active","","","http://www.redfin.com/MO/University-City/7923-Lafon-Pl-63130/home/93470823","MARIS","20006640","N","Y",38.6577525,-90.3428565,2020,1826
"MLS Listing",NA,"Single Family Residential","1488 Gettysburg Lndg","St Charles","MO","63303",384900,4,4,"Francis Howell North",3001,15812,1983,62,128,18,"Active","","","http://www.redfin.com/MO/St-Charles/1488-Gettysburg-Lndg-63303/home/62693000","MARIS","18087978","N","Y",38.7448757,-90.5546293,2018,1339
"MLS Listing",NA,"Single Family Residential","5468 Oleatha Ave","St Louis","MO","63139",184900,2,1,"South City",1050,4792,1950,33,176,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5468-Oleatha-Ave-63139/home/93780785","MARIS","18091060","N","Y",38.5965127,-90.2840782,2018,579
"MLS Listing",NA,"Multi-Family (2-4 Unit)","3638 Meramec","St Louis","MO","63116",69000,5,2,"South City",2570,3790,1914,101,27,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3638-Meramec-St-63116/home/93705300","MARIS","18076465","N","Y",38.5812727,-90.2455952,2018,144
"MLS Listing",NA,"Condo/Co-op","7346 Forsyth Blvd #2","St Louis","MO","63105",425000,2,2,"University City",1630,1742,1941,12,261,425,"Active","","","http://www.redfin.com/MO/St-Louis/7346-Forsyth-Blvd-63105/unit-2/home/62740328","MARIS","20005834","N","Y",38.648191,-90.3271165,2020,1860
"MLS Listing",NA,"Single Family Residential","2357 De La Croix Ave","St Charles","MO","63301",484556,3,3,"St. Charles",2804,12998,NA,131,173,NA,"Active","","","http://www.redfin.com/MO/St-Charles/2357-De-La-Croix-Ave-63301/home/143243525","MARIS","18069596","N","Y",38.806506,-90.4858763,2018,1413
"MLS Listing",NA,"Condo/Co-op","1618 E Swan","Brentwood","MO","63144",158900,2,1,"Brentwood",1040,3093,1986,6,153,214,"Active","","","http://www.redfin.com/MO/St-Louis/1618-E-Swan-Cir-63144/home/93489445","MARIS","18096243","N","Y",38.62605,-90.3490761,2018,482
"MLS Listing",NA,"Multi-Family (5+ Unit)","7004 Pennsylvania Ave","St Louis","MO","63111",159900,NA,NA,"South City",NA,7579,1892,114,NA,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7004-Pennsylvania-Ave-63111/home/93710119","MARIS","18071722","N","Y",38.5520931,-90.2540647,2018,490
"New Construction Plan",NA,"Single Family Residential","Audubon","Saint Charles","MO","63301",285900,3,2,"Villages of Provence",1734,NA,NA,NA,165,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/Villages-of-Provence/Audubon/home/144225806","NewHomeSource.com","Plan-71446350","N","Y",38.803643,-90.482452,2018,1549
"For-Sale-by-Owner Listing",NA,"Condo/Co-op","3832 Shaw Blvd","St. Louis","MO","63110",141500,2,2,"Saint Louis",1255,NA,1914,209,113,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3832-Shaw-Blvd-63110/unit-B/home/93786112","Fizber.com","4965862","N","Y",38.615238,-90.243986,2018,423
"MLS Listing",NA,"Single Family Residential","6039 Wanda Ave","St Louis","MO","63116",124900,2,1,"South City",988,4051,1926,63,126,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6039-Wanda-Ave-63116/home/69220467","MARIS","18086856","N","Y",38.5745671,-90.2737973,2018,322
"MLS Listing",NA,"Multi-Family (2-4 Unit)","4022 Itaska","St Louis","MO","63116",125000,2,2,"South City",1334,4008,1930,5,94,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4022-Itaska-St-63116/home/93778481","MARIS","18096212","N","Y",38.5797682,-90.2606463,2018,356
"MLS Listing",NA,"Single Family Residential","3 Edgewood Rd","Ladue","MO","63124",2295000,5,6,"Ladue",6973,88862,1930,237,329,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3-Edgewood-Rd-63124/home/62691683","MARIS","19040326","N","Y",38.6506514,-90.3653554,2020,1783
"MLS Listing",NA,"Vacant Land","102 Reasnor Ave","Webster Groves","MO","63119",29900,NA,NA,"Webster Groves",NA,6316,NA,226,NA,NA,"Active","","","http://www.redfin.com/MO/Webster-Groves/102-Reasnor-Ave-63119/home/145751509","MARIS","18040551","N","Y",38.607023,-90.357704,2018,57
"MLS Listing",NA,"Single Family Residential","3525 Crittenden St","St Louis","MO","63118",399900,6,2,"Central East",2967,6360,1917,83,135,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3525-Crittenden-St-63118/home/93692731","MARIS","18075614","N","Y",38.6035863,-90.2406464,2018,959
"MLS Listing",NA,"Multi-Family (2-4 Unit)","5345 Wells Ave","St Louis","MO","63112",52000,2,1,"Central West",2254,6621,1906,39,23,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5345-Wells-Ave-63112/home/93721567","MARIS","19089740","N","Y",38.6655685,-90.2701561,2020,1906
"MLS Listing",NA,"Multi-Family (5+ Unit)","5887 Page Blvd","St Louis","MO","63112",250000,NA,NA,"Central West",9060,6098,1910,111,28,NA,"Active","","","http://www.redfin.com/MO/SAINT-LOUIS/5887-PAGE-BLVD-63112/home/93786305","MARIS","19078414","N","Y",38.668516,-90.285582,2020,1950
"For-Sale-by-Owner Listing",NA,"Single Family Residential","3729 Courtois St","St. Louis","MO","63123",96500,3,1,"Saint Louis",768,5631,1951,194,126,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3729-Courtois-St-63123/home/93712322","Fizber.com","4968017","N","Y",38.5543469,-90.2734671,2018,222
"MLS Listing",NA,"Multi-Family (2-4 Unit)","6915 Alabama Ave","St Louis","MO","63111",87500,2,1,"South City",2496,3964,1928,497,35,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6915-Alabama-Ave-63111/home/93710200","MARIS","17068669","N","Y",38.5556936,-90.2584285,2018,191
"MLS Listing",NA,"Single Family Residential","3586 N New Town Ave","St Charles","MO","63301",210000,2,4,"Orchard Farm",1224,1742,2004,69,172,70,"Active","","","http://www.redfin.com/MO/St-Charles/3586-N-New-Town-Ave-63301/home/103248187","MARIS","18084288","N","Y",38.8374809,-90.495371,2018,1350
"New Construction Plan",NA,"Single Family Residential","Somerville","Saint Charles","MO","63301",231900,3,2,"New Town",NA,NA,NA,NA,NA,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/New-Town/Somerville/home/144964383","NewHomeSource.com","Plan-71347435","N","Y",38.8381,-90.5052,2018,1562
"MLS Listing",NA,"Single Family Residential","9625 Ladue Rd","Ladue","MO","63124",7400000,5,9,"Ladue",8332,348480,1925,202,888,NA,"Active","","","http://www.redfin.com/MO/St-Louis/9625-Ladue-Rd-63124/home/93472388","MARIS","18048382","N","Y",38.654654,-90.389111,2018,1241
"MLS Listing",NA,"Single Family Residential","1 Tbb-dylan 4 At Provence","St Charles","MO","63301",279900,4,3,"St. Charles",2031,NA,NA,71,138,27,"Active","","","http://www.redfin.com/MO/St-Charles/1-Tbb-dylan-4-At-Provence-63301/home/147814785","MARIS","18082052","N","Y",38.803033,-90.485799,2018,1357
"MLS Listing",NA,"Single Family Residential","6722 Minnesota Ave","St Louis","MO","63111",40000,1,1,"South City",672,2439,1890,20,60,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6722-Minnesota-Ave-63111/home/93710496","MARIS","18094526","N","Y",38.5545878,-90.2529005,2018,79
"MLS Listing",NA,"Single Family Residential","346 Woodmere Dr","St Charles","MO","63303",515000,6,4,"Francis Howell North",3096,23958,1990,22,166,8,"Active","","","http://www.redfin.com/MO/St-Charles/346-Woodmere-Dr-63303/home/103300999","MARIS","18093881","N","Y",38.7232599,-90.5534894,2018,1276
"MLS Listing",NA,"Single Family Residential","8121 Gannon Ave","University City","MO","63130",425000,5,4,"University City",2603,NA,1941,187,163,9,"Active","","","http://www.redfin.com/MO/St-Louis/8121-Gannon-Ave-63130/home/93470931","MARIS","19058155","N","Y",38.661491,-90.3475436,2020,1985
"MLS Listing",NA,"Single Family Residential","31 Dunleith","St Louis","MO","63124",698500,4,4,"Ladue",2810,43560,1976,66,249,NA,"Active","","","http://www.redfin.com/MO/St-Louis/31-Dunleith-Dr-63124/home/93501122","MARIS","18084830","N","Y",38.6206513,-90.4034897,2018,1121
"MLS Listing",NA,"Single Family Residential","6206 Lorraine Ave","St Louis","MO","63121",29900,2,1,"Normandy",875,4356,NA,12,34,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6206-Lorraine-Ave-63121/home/93443906","MARIS","20005488","N","Y",38.6866588,-90.2803649,2020,1862
"MLS Listing",NA,"Single Family Residential","2737 Osceola","St Louis","MO","63111",99900,2,2,"South City",850,2657,1928,150,118,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2737-Osceola-St-63111/home/93705781","MARIS","18063629","N","Y",38.5760089,-90.2327662,2018,231
"MLS Listing",NA,"Condo/Co-op","4954 Lindell Blvd Unit 8-E","St Louis","MO","63108",319000,2,2,"Central West",2700,NA,1911,108,118,1145,"Active","","","http://www.redfin.com/MO/St-Louis/4954-Lindell-Blvd-63108/unit-8-E/home/147106967","MARIS","18067703","N","Y",38.6433749,-90.2638109,2018,860
